bedrooms,bathrooms,square_feet,location,year_built,garage,has_pool,property_type,num_floors,has_basement,price
3,1,2891,Leawood,1981,0,0,Apartment,2,0,762375
1,1,2585,Lenexa,2011,1,1,Apartment,2,1,762952
3,2,1370,Olathe,1987,1,1,House,1,1,726171
4,2,837,Lenexa,1995,0,0,Apartment,3,0,585968
2,2,3917,Overland Park,2012,1,1,Condo,1,1,1065450
2,3,2992,Blue Springs,1990,0,1,Condo,1,1,846051
5,2,2957,Olathe,2011,0,1,Apartment,1,0,958514
2,4,2184,Olathe,1987,1,0,Condo,2,1,784387
5,4,1907,KC Downtown,2011,0,1,Apartment,3,1,971656
6,4,2685,Lenexa,2000,1,0,House,1,0,1046338
1,1,2419,Leawood,2004,0,1,Condo,3,0,645214
4,1,631,KC Downtown,1999,0,1,Condo,1,1,701681
5,1,3914,Overland Park,1980,1,1,Condo,2,1,1201494
1,2,891,KC Downtown,2000,0,0,Condo,3,0,546424
2,4,891,KC Downtown,1986,1,0,Condo,1,0,674392
2,2,2242,Blue Springs,2004,1,1,House,1,0,714028
1,3,3405,Blue Springs,1988,1,0,Condo,3,0,886887
2,3,2005,KC Downtown,2001,1,1,Apartment,1,0,824007
6,1,1177,Blue Springs,1981,1,1,Condo,3,0,757065
6,3,1761,Blue Springs,1998,0,1,Apartment,3,1,882949
1,4,1823,KC Downtown,1985,0,1,Apartment,2,0,741062
5,3,3252,Lenexa,1984,0,0,House,3,0,1017493
5,1,1046,Blue Springs,1989,1,0,Condo,3,0,661733
1,2,877,KC Downtown,1980,0,0,House,3,1,612061
5,3,3641,Lenexa,2005,0,0,Condo,1,0,1096603
5,4,3179,Olathe,2005,1,1,Condo,3,1,1155151
6,4,2424,Blue Springs,1997,1,0,House,2,1,1035921
5,4,2022,KC Downtown,2000,1,0,House,3,0,1073174
3,2,1583,Blue Springs,1991,1,0,Apartment,1,0,586631
4,4,3249,Lenexa,2017,0,0,Apartment,2,1,1008788
2,1,3209,KC Downtown,1993,0,1,Apartment,3,0,966163
3,1,3681,Lenexa,2011,0,0,House,1,0,958406
5,4,3238,Olathe,2018,0,0,Condo,3,0,1134413
6,3,2172,Leawood,2014,0,1,Apartment,3,0,946350
1,4,658,Overland Park,1996,1,1,House,2,1,619509
5,1,3759,Leawood,1989,0,1,Apartment,3,1,1091603
6,1,1058,Blue Springs,2014,1,1,Condo,3,0,695641
4,1,703,Lenexa,1995,0,0,House,2,1,604907
5,3,1430,KC Downtown,1985,1,1,House,1,0,921286
1,3,1388,Lenexa,1983,0,1,Condo,3,0,590486
6,3,2751,Blue Springs,1988,0,1,House,3,0,1020639
6,1,3925,KC Downtown,2008,1,0,House,3,1,1291931
6,2,1341,Leawood,1986,1,0,House,2,0,757214
4,4,2172,Lenexa,1995,1,0,Apartment,3,1,880666
5,4,2948,Overland Park,1985,1,0,Condo,1,1,1086201
4,1,3301,Olathe,1982,0,0,Apartment,2,1,931717
2,3,1154,Olathe,1993,0,1,Condo,3,0,634153
2,2,1227,Blue Springs,1993,1,0,House,2,1,570536
5,2,1707,Blue Springs,1988,0,0,Condo,2,0,709561
4,3,3576,Lenexa,2015,1,0,House,3,1,1114989
1,4,3930,Leawood,2002,0,1,House,1,1,992826
6,4,3007,Leawood,1994,1,1,Condo,3,1,1137823
6,2,2734,Overland Park,1986,1,1,House,2,1,1146122
5,2,1027,Overland Park,1999,0,1,Apartment,3,0,760097
2,3,3014,Lenexa,1998,0,0,Condo,2,1,895549
2,4,2990,KC Downtown,1985,0,1,Condo,3,1,1047547
6,2,2994,Leawood,2018,1,1,Condo,3,0,1074201
5,4,2426,KC Downtown,1980,0,1,House,3,1,1146767
4,2,2544,KC Downtown,1986,0,0,Apartment,1,1,909585
2,3,2743,Lenexa,2014,1,0,Condo,1,1,822153
4,4,3926,Overland Park,2004,0,0,House,1,0,1187190
2,2,2477,KC Downtown,2017,1,1,Apartment,1,0,867691
2,2,1759,Lenexa,2002,0,0,House,3,1,658131
3,2,1871,Overland Park,2004,1,0,House,1,1,819197
2,2,1483,KC Downtown,2017,1,1,Apartment,3,1,742372
1,3,1085,KC Downtown,1990,0,0,House,2,0,633477
5,4,2025,Overland Park,2013,0,0,Apartment,2,1,923954
5,4,1203,Olathe,2010,0,1,Condo,1,1,788095
4,1,1011,Overland Park,2017,1,0,Condo,1,0,638635
2,4,2594,Blue Springs,1991,0,0,Apartment,3,0,774874
1,1,2531,Blue Springs,1988,1,0,House,3,1,702606
4,2,3095,Lenexa,1992,0,0,Condo,2,1,938925
3,3,846,Lenexa,1999,1,1,Apartment,3,0,622644
4,3,3417,Leawood,2000,0,1,Apartment,1,1,1020685
4,2,3346,Blue Springs,2001,0,0,House,1,0,939341
2,1,3068,Overland Park,1980,0,0,House,3,1,894016
3,2,2771,Blue Springs,2019,1,1,Condo,2,0,866744
4,3,3931,Olathe,2020,1,0,Condo,2,1,1168253
1,3,3840,Lenexa,1996,1,0,Condo,2,0,945473
1,4,3588,Olathe,1983,1,1,House,1,1,997760
5,1,3524,Lenexa,1985,0,0,Condo,1,0,1002163
3,4,3782,Olathe,1998,1,0,Apartment,1,0,1060911
3,3,3961,Lenexa,2009,0,0,Apartment,2,0,1020941
5,3,2222,Overland Park,2002,0,1,Condo,1,0,933082
4,4,2660,Olathe,2011,1,0,House,3,0,989564
3,4,3934,KC Downtown,2008,0,1,Condo,3,0,1239401
1,3,1399,Lenexa,1987,0,0,Apartment,2,1,566314
1,4,3694,Blue Springs,2000,0,0,Condo,2,0,903810
2,4,1544,KC Downtown,1996,0,1,Apartment,3,1,830532
3,1,2847,Blue Springs,1996,0,0,House,2,0,770502
4,3,1865,Lenexa,2000,1,1,Apartment,3,1,821782
5,2,1862,Overland Park,1994,1,1,Condo,1,1,930073
5,1,2950,KC Downtown,2006,1,1,House,3,1,1097170
4,2,1788,KC Downtown,2004,0,0,House,2,0,886164
6,4,3385,Lenexa,2012,0,1,House,2,1,1210358
2,4,775,Olathe,1981,1,0,Condo,2,1,594843
5,2,1652,Lenexa,2021,0,1,Apartment,3,0,784957
3,4,3324,Lenexa,1995,1,1,Condo,3,0,1037535
2,4,3182,Leawood,2015,0,1,Apartment,2,1,926569
3,1,1917,Overland Park,1987,0,0,House,2,0,735370
1,2,1076,Olathe,1995,1,0,Apartment,1,0,497654
2,1,3030,Overland Park,1986,0,1,House,1,0,902036
5,2,3203,Lenexa,1984,0,1,House,3,1,1079194
2,1,2315,Leawood,2002,1,1,House,1,0,737024
2,3,3967,Lenexa,1987,1,0,House,1,0,1020884
2,3,2274,Lenexa,1982,1,0,Condo,3,0,764966
6,2,933,Overland Park,2014,1,0,Apartment,1,1,741034
2,3,1871,Leawood,2015,1,0,Condo,3,1,694760
3,1,1864,Overland Park,2015,1,0,House,2,0,777322
1,2,3777,Lenexa,1994,0,0,Apartment,1,1,856228
4,3,3545,Blue Springs,2009,0,1,Apartment,3,1,1042422
2,3,1530,KC Downtown,1994,1,1,Apartment,3,0,807993
5,2,1284,Olathe,2008,0,1,Condo,3,0,765409
2,3,1160,Lenexa,1983,0,1,Apartment,1,0,577526
5,3,722,Olathe,2013,1,0,Apartment,3,1,716666
3,2,1658,Leawood,2002,0,1,Apartment,3,1,686139
5,3,3265,Blue Springs,2014,0,0,Apartment,1,1,975836
4,3,3635,Olathe,2007,0,1,House,3,1,1196494
1,3,1439,Olathe,2010,1,1,Apartment,3,1,648992
5,3,1015,Leawood,2021,0,1,House,1,1,729563
5,4,1307,Lenexa,2012,1,1,Apartment,1,0,781355
1,2,3284,Lenexa,1997,1,1,Apartment,2,1,865925
4,4,3998,KC Downtown,1984,0,1,Condo,2,0,1265545
2,4,3966,Leawood,1988,0,1,Condo,3,0,1078586
5,1,946,Blue Springs,1999,1,0,Condo,2,0,610776
1,4,2684,KC Downtown,2017,1,1,Apartment,3,0,945840
3,4,2323,Leawood,1988,1,1,House,3,0,879472
1,1,3159,Lenexa,1997,0,1,Condo,2,1,776704
3,3,1448,KC Downtown,1994,1,1,Condo,1,1,846083
4,3,1134,Lenexa,1994,1,1,Apartment,1,1,697028
2,4,3557,Overland Park,1993,1,0,Condo,2,0,981137
1,1,3420,Overland Park,2014,1,1,Apartment,3,1,958415
6,3,2329,KC Downtown,2019,1,0,House,1,0,1096054
5,1,2501,KC Downtown,2022,0,0,Apartment,3,1,966443
4,2,1263,Leawood,2015,0,0,House,1,1,638978
1,2,1641,Blue Springs,2021,0,0,House,2,0,513775
5,2,626,Blue Springs,1999,1,1,Apartment,2,1,625622
1,2,3183,Overland Park,1990,1,1,Apartment,2,0,896151
3,4,1652,Overland Park,2020,0,1,House,3,1,862657
1,2,2274,Overland Park,1996,0,0,Condo,2,0,702230
6,2,3655,Lenexa,2020,0,1,Apartment,2,1,1184898
1,1,3305,Blue Springs,2004,1,1,Apartment,2,0,750379
1,3,2258,KC Downtown,2008,1,1,Apartment,3,0,848213
6,1,1239,Overland Park,2002,0,1,House,3,1,875890
4,4,3788,Olathe,1988,0,1,Condo,3,1,1180039
1,2,3803,Leawood,2004,1,0,Apartment,1,0,879037
6,3,3960,KC Downtown,2020,1,0,Apartment,3,0,1324210
5,3,2341,KC Downtown,2002,1,0,Condo,2,0,1025732
3,2,3907,KC Downtown,1981,0,1,House,1,1,1151612
3,2,641,Blue Springs,1980,0,1,Apartment,3,0,480680
1,4,3831,Overland Park,2017,1,0,Apartment,3,1,1002428
4,4,2314,Leawood,1985,0,1,House,3,1,970247
4,2,3796,Lenexa,1994,0,1,Apartment,1,0,1077618
5,2,3931,Leawood,1986,1,1,House,2,0,1177436
1,2,3947,Leawood,1981,1,1,Condo,2,1,971034
3,2,2860,Olathe,2009,0,1,Condo,1,0,886867
4,3,2586,Leawood,2008,1,0,House,2,1,928592
1,4,3483,Lenexa,1991,0,0,House,3,1,967953
4,2,1301,Leawood,2013,0,1,House,1,0,647325
6,2,2054,Olathe,2009,1,1,Condo,2,0,954530
4,3,2727,Leawood,2015,0,1,Condo,1,0,894734
3,1,3602,Overland Park,2014,0,0,Apartment,3,0,969698
2,2,1851,Olathe,1981,1,0,House,2,0,666739
5,3,3549,Overland Park,1982,1,0,House,2,1,1167598
5,3,3766,Overland Park,2021,1,0,Apartment,3,0,1147781
3,1,3071,KC Downtown,1991,1,1,Apartment,2,0,995688
4,4,2596,Olathe,1983,0,0,Condo,2,0,924583
1,4,1518,Leawood,1986,0,0,Apartment,2,0,553067
4,4,3163,Blue Springs,1999,0,1,Apartment,3,1,1025262
3,2,764,Blue Springs,1998,0,0,House,1,1,501357
5,4,2049,Blue Springs,1987,0,1,Apartment,1,1,880156
4,2,3644,Lenexa,1982,1,0,House,2,1,1066922
5,2,3640,Overland Park,2006,1,1,House,1,0,1193054
1,3,3540,Overland Park,1994,1,0,House,3,1,1020585
5,4,3663,Overland Park,1987,0,1,Apartment,2,1,1209899
5,4,1665,Olathe,1997,1,1,Apartment,3,1,951334
2,4,2420,Lenexa,2008,0,1,House,2,0,827291
2,2,3388,Leawood,2015,1,0,Condo,2,1,881911
6,2,3402,KC Downtown,1982,1,0,Condo,2,0,1148146
2,4,3063,Olathe,1988,1,1,House,1,0,968282
5,2,3971,Overland Park,1989,1,0,Condo,2,1,1175490
3,2,3726,Leawood,2019,1,0,Apartment,3,0,995216
5,1,935,Blue Springs,1999,0,1,House,2,0,637172
3,1,2524,KC Downtown,1981,0,0,Apartment,1,1,832316
3,4,1480,Blue Springs,1980,0,1,Condo,2,0,698980
2,4,2053,Leawood,2006,0,1,Condo,1,1,765957
4,1,1571,Leawood,1983,0,0,Apartment,1,1,605018
1,2,3332,Blue Springs,2016,0,1,Condo,2,1,819705
2,2,3388,Olathe,2011,1,0,Condo,1,0,912306
2,3,629,KC Downtown,1997,1,1,Apartment,2,0,631495
4,4,2140,Blue Springs,1993,1,1,Apartment,1,1,869760
1,4,1174,Blue Springs,1994,0,1,Apartment,2,1,549961
5,4,820,Olathe,1983,0,0,Apartment,2,0,679540
6,3,1426,Blue Springs,1998,0,0,Condo,2,1,791186
6,3,2613,KC Downtown,2003,1,1,Apartment,2,0,1143341
5,2,3241,Lenexa,2009,1,1,House,2,0,1112464
2,1,2117,KC Downtown,1992,1,0,Condo,3,0,796293
1,1,1353,Olathe,1990,1,1,Condo,1,1,570260
2,1,1876,Blue Springs,2007,1,1,Apartment,2,0,604294
3,2,2187,Overland Park,1990,1,0,Condo,3,1,843093
2,1,3992,Overland Park,1980,0,1,Apartment,2,0,990894
2,3,3710,Leawood,2021,0,1,Condo,1,1,940160
5,3,1620,Lenexa,1983,1,0,Apartment,3,1,809932
5,4,2088,Olathe,2017,1,0,Condo,3,1,980605
5,1,2561,Leawood,2013,0,1,House,1,1,876414
6,3,2462,Leawood,1991,1,0,Apartment,2,1,991910
3,4,3139,Overland Park,2003,0,1,Apartment,3,1,1046937
5,1,1037,KC Downtown,2016,1,0,House,3,0,760937
1,1,1078,Leawood,2011,1,1,Apartment,3,0,454398
6,3,1382,Leawood,1998,1,1,Condo,1,0,795196
4,4,3596,Lenexa,2008,1,1,Condo,2,1,1140923
1,4,1607,Overland Park,2017,0,0,Condo,2,0,657756
1,3,671,KC Downtown,2008,0,0,House,1,0,557059
5,3,1181,Lenexa,1998,1,0,House,2,1,751337
4,3,819,KC Downtown,1999,0,1,Condo,1,0,752689
4,1,1627,KC Downtown,1982,1,0,House,3,0,819555
6,3,3650,Leawood,2019,0,0,Apartment,3,0,1104276
4,3,889,Lenexa,1984,0,0,House,3,0,665993
3,2,979,Leawood,2002,1,0,Apartment,1,1,544661
5,3,3451,Blue Springs,1984,0,1,Condo,1,0,1027471
4,3,1978,KC Downtown,2009,1,0,Condo,3,0,937290
6,1,3390,Lenexa,2011,0,0,Condo,1,1,1031643
3,4,2558,Overland Park,2003,1,1,House,3,0,1002831
2,1,2727,Leawood,2021,0,1,Condo,3,1,773656
2,2,665,Blue Springs,2014,1,0,House,1,1,488408
3,3,2783,Olathe,2011,0,0,Condo,1,1,851871
6,3,998,Blue Springs,2001,1,1,Apartment,3,0,730226
3,3,946,Blue Springs,2000,1,1,House,3,1,645787
5,3,2584,Leawood,2007,0,0,Apartment,2,0,918102
5,3,2706,Overland Park,2013,0,0,Apartment,3,1,1016089
2,3,1377,Lenexa,1995,0,0,Apartment,1,0,560079
4,2,3166,KC Downtown,1990,1,0,Condo,2,1,1058024
6,3,2503,Overland Park,2012,1,1,Apartment,3,1,1101608
2,3,3361,Leawood,2017,0,1,Apartment,3,0,901298
4,3,3624,Olathe,1998,0,1,Apartment,3,0,1075504
4,2,3908,Lenexa,2007,0,1,House,1,1,1133247
5,3,678,KC Downtown,2008,1,0,House,2,0,805916
1,2,2181,Olathe,2016,0,1,House,3,0,698854
1,1,2378,Lenexa,1982,1,1,House,1,0,725196
3,3,2762,KC Downtown,1997,1,0,House,2,1,1008955
5,4,1585,KC Downtown,1997,1,1,House,3,1,1030222
4,2,2085,Blue Springs,1991,1,1,House,2,0,777928
6,1,2249,Olathe,1997,1,0,Condo,3,0,939983
1,2,2773,Olathe,2011,1,1,House,2,1,859066
4,2,2225,Leawood,2021,1,1,Apartment,1,1,809371
1,1,3220,Overland Park,2015,1,0,Condo,3,0,854916
1,3,1564,Blue Springs,1998,1,0,House,1,1,544252
1,3,3147,Blue Springs,1983,0,0,House,2,1,793544
6,2,1428,Lenexa,1990,0,1,Apartment,3,0,779735
5,1,3773,Olathe,1982,1,1,Apartment,3,1,1147507
6,3,3273,KC Downtown,2006,0,1,Apartment,1,0,1176585
2,2,1797,KC Downtown,1995,0,0,Condo,3,1,763587
4,4,3099,Lenexa,1997,0,1,Condo,3,0,1017242
5,1,3763,Olathe,2009,1,1,Condo,1,0,1075564
5,4,2318,Leawood,2003,1,0,Condo,2,0,948313
5,4,3032,KC Downtown,1985,0,0,Apartment,1,1,1079498
5,2,1828,Blue Springs,2013,1,1,Apartment,1,1,752045
6,1,3010,Blue Springs,1991,1,0,Apartment,2,1,985698
5,3,2440,Olathe,2021,1,0,Apartment,3,1,965789
3,3,1097,KC Downtown,2002,1,0,Apartment,3,1,767150
4,2,1136,KC Downtown,2015,0,0,House,2,0,774963
5,3,3905,Leawood,2019,0,1,Apartment,3,0,1102021
4,3,2663,Olathe,1994,0,1,Apartment,2,0,926992
3,4,3628,KC Downtown,1995,0,0,House,1,1,1144529
3,4,1764,Leawood,1993,1,1,Condo,3,1,819468
4,1,2571,Blue Springs,1994,1,0,Apartment,3,1,811359
1,4,3267,Leawood,1991,1,0,House,2,0,923473
2,3,899,KC Downtown,2022,1,0,House,2,1,694186
1,1,2986,Overland Park,2014,1,0,House,1,1,834561
1,1,902,Olathe,2004,1,0,House,2,0,467081
6,2,1191,KC Downtown,1993,1,0,Condo,2,1,847256
1,4,675,Overland Park,1981,1,1,Condo,2,0,601905
5,1,1513,Blue Springs,1997,1,1,Condo,3,1,764291
6,3,1379,Olathe,2014,1,0,Apartment,3,1,880413
6,1,1520,Lenexa,1988,0,1,House,3,1,828177
3,1,3987,Olathe,1990,0,0,Apartment,3,0,985897
1,2,2123,Blue Springs,2005,1,1,House,3,1,691211
3,3,3746,Blue Springs,1982,1,1,House,3,0,1043246
4,3,2349,Blue Springs,1984,1,1,Condo,1,1,872810
2,4,2635,Leawood,2011,0,0,Condo,3,1,778574
6,3,3013,Blue Springs,2020,1,1,Apartment,2,1,1067403
4,1,3300,Lenexa,1989,0,0,House,3,1,984944
4,3,1605,KC Downtown,2017,1,0,House,2,0,919249
5,3,2301,Overland Park,1985,0,0,Apartment,2,0,904921
2,1,3043,Olathe,1990,1,1,Condo,1,0,872687
4,2,3902,Olathe,1996,0,0,House,2,1,1097492
4,4,1403,Blue Springs,1981,1,1,House,2,1,808477
2,4,1651,Overland Park,2020,0,1,House,1,0,788975
2,2,3966,Blue Springs,2003,1,1,Condo,2,0,933862
4,1,3492,Leawood,1984,1,0,Condo,1,0,946499
2,4,1471,Overland Park,2000,1,0,Apartment,2,0,723814
4,2,3762,Blue Springs,1985,0,1,Condo,3,1,1084010
4,2,714,Blue Springs,1983,0,0,Condo,2,1,549597
5,2,3830,Lenexa,1988,0,1,Apartment,3,1,1154428
1,4,3929,Lenexa,1984,0,0,Apartment,1,1,937101
4,4,972,Lenexa,1983,1,1,House,3,0,780677
3,4,1449,Leawood,1988,1,0,Condo,3,0,705798
6,4,2737,Overland Park,1997,1,1,Apartment,2,1,1134397
1,3,1356,Leawood,2022,0,0,Apartment,3,0,530575
1,2,1921,KC Downtown,1995,1,0,House,1,1,735008
1,3,630,Blue Springs,1981,0,1,Condo,1,0,431178
5,2,2452,Blue Springs,2008,0,0,House,2,1,890374
4,4,3005,Blue Springs,2021,0,1,Condo,2,1,1010123
5,4,3117,Lenexa,2015,1,0,Apartment,1,1,1045716
4,3,3799,Blue Springs,1991,0,1,House,1,0,1107587
5,1,2405,Lenexa,2020,0,1,Condo,2,0,857471
5,4,2917,KC Downtown,2016,0,0,Apartment,2,1,1140467
6,1,2036,Leawood,2013,0,1,House,2,0,897858
3,2,2856,Leawood,2014,0,1,House,2,0,892930
5,3,1289,Leawood,2019,1,0,Apartment,2,1,758374
6,1,3977,Lenexa,1985,0,1,Condo,1,0,1142364
2,1,1814,Olathe,2016,0,0,Condo,2,0,566578
3,4,1056,Olathe,2015,0,1,House,3,0,712428
5,1,1048,Overland Park,1999,0,0,Apartment,1,0,661183
1,1,667,Olathe,1995,1,1,Condo,3,0,496600
2,2,2462,Overland Park,1987,0,1,Condo,2,0,848107
2,3,2402,KC Downtown,2001,1,0,Condo,1,0,854409
6,4,2405,Overland Park,1984,0,1,House,2,1,1080958
2,4,1473,KC Downtown,1984,0,1,House,2,1,813931
3,1,1066,Blue Springs,1990,0,1,House,2,0,565054
5,2,727,Leawood,2022,1,1,Condo,1,0,625272
5,1,2399,Olathe,1998,1,1,Apartment,1,0,927152
1,1,1332,Lenexa,2018,0,1,Apartment,3,0,524002
6,4,1867,KC Downtown,1996,1,1,Apartment,1,0,1024185
1,1,2528,Olathe,2016,1,1,House,2,1,790329
2,1,1642,Lenexa,2017,1,1,Condo,3,0,656017
1,2,2019,Lenexa,1997,0,1,Condo,1,0,609255
3,4,3900,Leawood,1988,1,0,Apartment,3,0,1077806
5,3,967,Blue Springs,1996,1,0,Condo,2,0,691278
2,2,2705,Blue Springs,2020,1,0,Apartment,1,0,693764
1,2,3952,Overland Park,2012,1,0,House,2,0,1016695
6,2,3204,Olathe,1999,1,0,Apartment,2,1,1048623
3,4,3773,Blue Springs,1997,1,1,House,3,1,1110031
3,1,2695,Leawood,2003,0,1,Condo,3,0,820057
1,3,3209,Olathe,1992,0,1,Condo,3,1,928782
5,4,3240,Lenexa,2019,1,0,House,3,0,1151743
1,1,1411,KC Downtown,2007,1,0,Condo,3,1,682446
2,2,658,KC Downtown,1982,0,1,House,1,0,602410
1,4,760,Blue Springs,2015,1,1,Apartment,3,1,487151
3,1,702,Overland Park,1990,0,1,House,1,0,574780
1,3,1445,KC Downtown,2018,1,1,Apartment,1,1,711495
5,3,1011,Overland Park,2000,0,0,Condo,2,1,777955
6,1,1385,KC Downtown,2016,0,0,Apartment,1,1,858287
4,4,782,Overland Park,1981,1,0,Apartment,2,0,674832
1,2,3064,Overland Park,1985,1,0,Condo,2,1,865447
5,1,3787,Lenexa,1984,1,1,Condo,3,1,1159490
5,2,2646,Leawood,2022,0,1,Apartment,3,1,916997
6,3,3046,KC Downtown,2011,0,1,House,3,0,1229744
3,1,1556,Olathe,2016,0,1,Apartment,1,0,640771
5,3,3426,Blue Springs,2019,0,0,Condo,3,0,1059374
5,2,3302,Leawood,1990,0,1,House,2,0,1018854
5,2,1036,Lenexa,1996,1,1,Apartment,3,0,724315
5,1,2965,Lenexa,1993,0,0,Condo,3,1,972264
2,1,2439,Lenexa,1981,0,1,House,2,0,754208
2,1,1205,Blue Springs,2018,1,1,Condo,1,1,514247
3,3,3921,KC Downtown,1997,1,0,House,1,1,1167438
1,2,3558,KC Downtown,2012,0,0,Apartment,1,0,912845
5,2,2070,Overland Park,2009,0,1,House,2,1,1001251
6,3,1096,Overland Park,1994,1,0,House,2,0,824354
1,1,1966,Olathe,2008,1,1,Apartment,1,1,643392
6,4,3074,Overland Park,2005,0,1,House,3,0,1210284
1,1,3465,Blue Springs,1980,0,1,Apartment,2,1,815602
3,4,2451,Leawood,1996,1,0,Condo,1,1,829668
5,4,1622,KC Downtown,2018,1,1,Condo,1,0,969024
5,3,2887,Overland Park,1981,1,1,Condo,1,0,1118639
4,2,3730,Blue Springs,1994,0,1,Apartment,1,1,980149
6,2,3444,Blue Springs,2001,0,1,Apartment,3,0,1074469
1,2,2850,Olathe,1999,0,1,Apartment,3,0,807629
1,2,2372,Overland Park,2008,1,1,Apartment,2,0,761981
2,3,2089,Olathe,2004,0,0,Condo,2,0,726173
4,4,1919,Lenexa,2022,0,0,Apartment,1,1,806166
2,2,2934,Lenexa,2003,1,0,Condo,3,1,861549
2,4,2720,Lenexa,2013,0,0,House,2,0,862627
2,3,3373,Overland Park,2022,0,1,House,3,0,1014062
6,1,936,Blue Springs,2000,1,1,Condo,2,1,724262
6,3,3989,Blue Springs,1981,1,0,House,1,0,1165342
3,2,802,KC Downtown,1995,1,0,Condo,1,1,656051
3,1,830,Lenexa,2019,0,0,Apartment,2,0,483768
2,3,3551,Overland Park,2000,0,0,Condo,3,1,992735
4,3,3728,KC Downtown,2016,0,1,Apartment,3,1,1172567
1,4,3291,Blue Springs,1987,0,0,House,1,0,803713
6,3,3562,KC Downtown,1993,1,1,Condo,1,0,1269569
4,1,2927,Lenexa,2001,0,1,Apartment,3,1,945264
5,3,1408,Leawood,1997,1,1,Condo,3,1,838336
6,2,1928,Lenexa,1984,0,0,Condo,1,0,854126
6,4,1065,Lenexa,2021,1,0,Condo,2,0,817307
3,1,3384,Overland Park,2009,1,0,House,2,1,1022120
1,1,1797,Leawood,2010,0,1,Apartment,3,0,555941
1,3,1403,Olathe,1988,0,0,House,3,0,606696
5,2,865,Leawood,2010,1,1,Apartment,2,0,660718
5,4,2894,Leawood,2010,1,1,Condo,1,0,1033459
6,1,2725,Blue Springs,2020,0,1,House,1,1,934608
2,4,2270,KC Downtown,1988,1,1,Apartment,1,0,900633
3,3,3501,Blue Springs,2016,0,0,Apartment,2,1,923029
3,2,2900,Olathe,1985,0,1,House,1,1,953237
6,3,3122,Leawood,2021,0,1,Apartment,2,0,1033320
4,4,775,Overland Park,2005,0,1,Apartment,2,1,679248
2,3,2044,Olathe,1989,1,1,Condo,3,1,823229
6,4,3618,Lenexa,1985,1,0,Apartment,2,1,1169372
2,1,2195,Lenexa,2012,1,1,Apartment,2,0,711937
2,1,853,Blue Springs,2009,1,1,House,3,1,549598
2,3,2143,Olathe,2019,1,1,Apartment,3,0,822828
6,1,1502,Blue Springs,2003,1,0,Condo,2,1,775262
3,4,2754,Overland Park,2007,0,0,House,3,0,984002
3,1,1794,Lenexa,2017,0,0,House,1,1,623002
2,2,2705,Blue Springs,2008,1,1,Apartment,1,1,760869
4,2,1960,KC Downtown,1994,0,0,House,2,1,908446
1,3,3589,Blue Springs,1987,0,1,House,3,0,910638
6,3,3961,Blue Springs,2002,1,0,House,3,0,1231850
1,3,683,Leawood,2022,0,0,Condo,1,1,424206
4,3,1740,KC Downtown,1988,0,1,Condo,2,1,902182
6,4,1311,KC Downtown,1990,0,0,Apartment,2,1,904752
2,4,2157,Overland Park,1985,0,0,Condo,2,1,792982
3,2,3890,Leawood,1991,0,1,Apartment,1,0,981398
1,4,2361,KC Downtown,2013,0,1,House,3,0,902935
5,1,2540,Leawood,2000,1,1,Condo,2,0,863949
5,2,2406,Leawood,2011,0,0,Condo,3,1,875970
4,3,1500,Lenexa,2015,1,1,Condo,1,1,793454
2,3,3773,KC Downtown,2004,0,1,Condo,2,0,1096861
1,4,1256,Lenexa,2014,0,0,House,3,1,613851
2,2,3103,Blue Springs,2013,1,1,House,3,1,892598
1,4,1258,Blue Springs,1998,0,0,Condo,1,0,489899
4,4,3420,Lenexa,2016,1,1,House,1,1,1114272
4,4,3438,Blue Springs,1996,0,1,House,2,0,1062492
5,2,1450,Lenexa,1995,1,1,House,1,1,768205
2,3,3173,Overland Park,1995,1,0,Apartment,3,0,919009
6,1,2913,Leawood,1983,0,1,Condo,2,0,1047697
5,3,3958,Overland Park,2009,0,1,Apartment,2,1,1259728
2,2,740,KC Downtown,2013,1,0,Apartment,1,0,586993
5,3,3542,Overland Park,1984,1,1,House,1,0,1196021
6,3,3053,Overland Park,2012,0,1,Apartment,2,0,1089627
3,1,2940,Blue Springs,1988,0,0,House,2,0,793854
3,3,2529,Olathe,1996,0,0,House,1,0,836936
3,3,1654,Olathe,1991,1,1,Apartment,1,1,746520
3,3,3842,Lenexa,2003,0,1,Condo,3,1,1075279
1,4,3002,KC Downtown,1991,1,0,Condo,2,1,962311
3,2,2852,Olathe,1994,1,0,House,3,1,916288
6,2,2101,Blue Springs,1995,0,0,Apartment,2,0,797739
4,1,3641,KC Downtown,2002,1,1,Condo,1,1,1135801
4,4,2938,Leawood,1997,1,1,Apartment,1,1,986022
1,4,710,Lenexa,2001,1,0,Apartment,1,0,474077
3,3,1691,Blue Springs,2010,0,0,Apartment,3,1,647987
3,2,2318,Overland Park,2022,1,1,House,3,1,918967
3,1,3020,Leawood,1994,0,1,House,3,1,896931
5,4,795,Overland Park,2000,0,0,House,3,1,806944
2,3,725,Olathe,1987,1,0,Condo,1,0,529940
5,1,861,KC Downtown,2019,0,0,Apartment,3,1,671139
2,4,3534,Leawood,2015,0,0,House,3,0,938450
3,1,1523,Blue Springs,2021,0,1,Apartment,1,1,597257
3,4,2421,Overland Park,2017,0,0,Apartment,3,0,856388
5,1,2802,Olathe,1985,0,1,House,2,0,939741
